id,area,match,key,context,en,zh,status,notes
ui__185b40a413f2,ui_keys,key,Key_AddFriendPrompt,Key_AddFriendPrompt,Would you like to add this player to your friend list?,要将这名玩家加入好友列表吗？,draft,
ui__af95a062a25d,ui_keys,key,Key_AddHumanPlayer,Key_AddHumanPlayer,Add Human Player,添加真人玩家,draft,pass14
ui__e495fce3f2e2,ui_keys,key,Key_AddProfile,Key_AddProfile,Add Profile,添加个人资料,draft,pass14
ui__f48f73f11ea3,ui_keys,key,Key_Agree,Key_Agree,I Agree,我同意,draft,
ui__4a11c0ddbd63,ui_keys,key,Key_AmbientVolume,Key_AmbientVolume,Ambient Volume,环境音量,draft,
ui__9a4e43101869,ui_keys,key,Key_AndroidNotifications,Key_AndroidNotifications,Android Notifications,Android 通知,draft,
ui__7a8999dbd13b,ui_keys,key,Key_Animation_Speed,Key_Animation_Speed,Animation Speed,动画速度,draft,
ui__01755906adae,ui_keys,key,Key_Announcements,Key_Announcements,Announcements,公告,draft,
ui__ba50891720d2,ui_keys,key,Key_AnyRating,Key_AnyRating,Any Rating,任意评分,draft,
ui__c797335f5273,ui_keys,key,Key_AppStore,Key_AppStore,In-App Store,应用内商店,draft,pass14
ui__0570ef8dc55b,ui_keys,key,Key_AudioLevels,Key_AudioLevels,Audio Levels,音量,draft,
ui__52000fc81d02,ui_keys,key,Key_AutoPlay,Key_AutoPlay,Auto Play,自动出牌,draft,pass14
ui__5639a3f300b7,ui_keys,key,Key_Back,Key_Back,Back,返回,draft,
ui__577ad09af0fc,ui_keys,key,Key_Buy,Key_Buy,Buy,购买,draft,
ui__704306786645,ui_keys,key,Key_Cancel,Key_Cancel,Cancel,取消,draft,
ui__8591534799f9,ui_keys,key,Key_CardGallery,Key_CardGallery,Card Gallery,卡牌图鉴,draft,
ui__4c719d62245d,ui_keys,key,Key_CheckYourEmail,Key_CheckYourEmail,Please check your email for your account information,请查收邮件以获取账号信息,draft,
ui__fa8b7de0ee27,ui_keys,key,Key_ChooseEndTurn,Key_ChooseEndTurn,Are you sure you want to end your turn?,确定要结束你的回合吗？,draft,
ui__ae8a5c9f71c9,ui_keys,key,Key_ClearInvite,Key_ClearInvite,Clear Invite,清除邀请,draft,
ui__08f709f27379,ui_keys,key,Key_ClearPurchases,Key_ClearPurchases,Clear Purchases,清除购买,draft,
ui__5ad6cdd7a915,ui_keys,key,Key_Close,Key_Close,Close,关闭,draft,
ui__cb0eee7a3524,ui_keys,key,Key_Commit,Key_Commit,Commit,确认,draft,
ui__bee0e0c4bd2a,ui_keys,key,Key_CommitDecision,Key_CommitDecision,Commit Your Decision,确认你的决定,draft,
ui__d8f26c54680f,ui_keys,key,Key_Completed,Key_Completed,Completed,已完成,draft,
ui__adc910bd74a2,ui_keys,key,Key_CompletedListEmpty,Key_CompletedListEmpty,You have no completed Games at this time.,你目前没有已完成的对局。,draft,
ui__a3b88eceaec8,ui_keys,key,Key_Confirm,Key_Confirm,Confirm,确认,draft,
ui__fdb3f8e9e47a,ui_keys,key,Key_ConfirmChange,Key_ConfirmChange,Confirm Change,确认更改,draft,
ui__3fc9cc6a27b7,ui_keys,key,Key_ConfirmExit,Key_ConfirmExit,Are you sure you want to exit the game?,确定要退出游戏吗？,draft,
ui__6336f5738b29,ui_keys,key,Key_ConfirmPassword,Key_ConfirmPassword,Confirm Password,确认密码,draft,
ui__eeeaa3a82b46,ui_keys,key,Key_ConfirmProfileDelete,Key_ConfirmProfileDelete,Are you sure you want to delete this profile?,确定要删除此个人资料吗？,draft,pass14
ui__71ffe0b2db0c,ui_keys,key,Key_ConfirmRevealed,Key_ConfirmRevealed,Confirm Revealed Cards,确认已展示的卡牌,draft,
ui__da9fdb19f486,ui_keys,key,Key_ConfirmationPause,Key_ConfirmationPause,Confirmation Pause,确认暂停,draft,
ui__67ab34e9e400,ui_keys,key,Key_ConnectFail,Key_ConnectFail,Failed to Connect to Server,连接服务器失败,draft,
ui__619cf4359b56,ui_keys,key,Key_Connecting,Key_Connecting,Connecting to Server,正在连接服务器,draft,
ui__fa40c7056a4d,ui_keys,key,Key_Continue,Key_Continue,Continue,继续,draft,
ui__94039826bace,ui_keys,key,Key_CreateAccount,Key_CreateAccount,Create Account,创建账号,draft,
ui__c9687781e5be,ui_keys,key,Key_CreateGame,Key_CreateGame,Create Game,创建对局,draft,
ui__cc8215a3f90d,ui_keys,key,Key_CreateGameFail,Key_CreateGameFail,Unable to create.,无法创建。,draft,
ui__e732906c3861,ui_keys,key,Key_CreateGameFailTooMany,Key_CreateGameFailTooMany,Unable to create.<br>Too many games created.,无法创建。<br>已创建的对局过多。,draft,
ui__b903178778bd,ui_keys,key,Key_CreateGameFailUnknown,Key_CreateGameFailUnknown,Unable to create.<br>Unknown error,无法创建。<br>未知错误,draft,
ui__2727e73dbf19,ui_keys,key,Key_CreateNewAccount,Key_CreateNewAccount,Create New Account,创建新账号,draft,
ui__255efe9c82fe,ui_keys,key,Key_CreatedGameSuccess,Key_CreatedGameSuccess,Successfully Created Game!,对局创建成功！,draft,
ui__2b0110fe747d,ui_keys,key,Key_CreatingGame,Key_CreatingGame,Creating Game . . .,正在创建对局 . . .,draft,
ui__69898496b724,ui_keys,key,Key_CreatingNewAccount,Key_CreatingNewAccount,Creating Account...,正在创建账号...,draft,
ui__37fa752181f2,ui_keys,key,Key_Credits,Key_Credits,Credits,制作人员,draft,
ui__1a8374cf953d,ui_keys,key,Key_Day,Key_Day,Day,天,draft,
ui__b96e5a210753,ui_keys,key,Key_Days,Key_Days,Days,天,draft,
ui__57ffe494d031,ui_keys,key,Key_Delete,Key_Delete,Delete,删除,draft,
ui__af50fb90fbc8,ui_keys,key,Key_DeleteFriend,Key_DeleteFriend,Delete Friend,删除好友,draft,
ui__f6307bef95d4,ui_keys,key,Key_DeleteGame,Key_DeleteGame,Delete Game,删除对局,draft,
ui__98d65ebedc2b,ui_keys,key,Key_DeleteGameConfirm,Key_DeleteGameConfirm,Do you want to delete this game?,要删除此对局吗？,draft,
ui__e6ad7abd692e,ui_keys,key,Key_DeleteMatchmaking,Key_DeleteMatchmaking,Delete Matchmaking,删除匹配,draft,
ui__3810db6b4153,ui_keys,key,Key_Delete_Game,Key_Delete_Game,Delete Your Game,删除你的对局,draft,
ui__558c0237f4c4,ui_keys,key,Key_Details,Key_Details,Details,详情,draft,
ui__4a8730c24ca4,ui_keys,key,Key_Disconnect,Key_Disconnect,You have been Disconnected<br> from the Server,你已断开<br>与服务器的连接,draft,
ui__410ea20cff29,ui_keys,key,Key_Dismiss,Key_Dismiss,Dismiss,关闭,draft,
ui__a5c2c6b0f99a,ui_keys,key,Key_Done,Key_Done,Done,完成,draft,
ui__b0745505ec14,ui_keys,key,Key_DontShowWarning,Key_DontShowWarning,Don't show this warning again,不再显示此警告,draft,
ui__280229b87849,ui_keys,key,Key_DoubleTapContinue,Key_DoubleTapContinue,Double Tap to Continue…,双击继续…,draft,
ui__9fed0e0fb47f,ui_keys,key,Key_DragProfiles,Key_DragProfiles,Drag a profile tab to the player slot,将个人资料标签拖到玩家栏位,draft,pass14
ui__4cc638c5ec04,ui_keys,key,Key_DragToAdd,Key_DragToAdd,Drag below to add,拖到下方添加,draft,
ui__90c79d4ac842,ui_keys,key,Key_DuplicateProfile,Key_DuplicateProfile,A profile with this name already exists,已存在同名个人资料,draft,pass14
ui__cd45d0806846,ui_keys,key,Key_Email,Key_Email,Email,电子邮箱,draft,
ui__0cd7bbb4bb9b,ui_keys,key,Key_EmailInUse,Key_EmailInUse,An account with this e-mail address is already in use,该邮箱已被使用,draft,
ui__1b81d10f70b8,ui_keys,key,Key_EmailNotifications,Key_EmailNotifications,Email Notifications,邮件通知,draft,
ui__b2aa90b0df21,ui_keys,key,Key_EmailUser,Key_EmailUser,Enter your Email or User Name,请输入邮箱或用户名,draft,
ui__fa06408a1d30,ui_keys,key,Key_Empty,Key_Empty,Empty,空,draft,
ui__a24e3a201f37,ui_keys,key,Key_EndGame,Key_EndGame,End Game,结束对局,draft,
ui__05877c40cb66,ui_keys,key,Key_EnterEmail,Key_EnterEmail,Enter Email,输入邮箱,draft,
ui__c812fd269f0d,ui_keys,key,Key_EnterName,Key_EnterName,Please enter a name,请输入名称,draft,
ui__db00ea3d5a17,ui_keys,key,Key_EnterPassword,Key_EnterPassword,Enter Password,输入密码,draft,
ui__9ef950b81f53,ui_keys,key,Key_EnterText,Key_EnterText,Enter text...,请输入文字...,draft,
ui__6e447728b7ae,ui_keys,key,Key_EnterUsername,Key_EnterUsername,Please enter a Username,请输入用户名,draft,
ui__5dda00cc4135,ui_keys,key,Key_EnterUsernameAlt,Key_EnterUsernameAlt,Enter Username,输入用户名,draft,
ui__76a78c3ceccf,ui_keys,key,Key_EnterValidEmail,Key_EnterValidEmail,Please enter a valid E-mail address,请输入有效的电子邮箱地址,draft,
ui__8a040f4b526f,ui_keys,key,Key_Error,Key_Error,Error,错误,draft,
ui__c60ec76da140,ui_keys,key,Key_Exit,Key_Exit,Exit,退出,draft,
ui__629d5a54ea6c,ui_keys,key,Key_ExpireTimer,Key_ExpireTimer,Expire Timer,超时计时,draft,
ui__39874d99adb2,ui_keys,key,Key_FailConnect,Key_FailConnect,Unable to connect to the server,无法连接到服务器,draft,
ui__3d4d30e7fcdf,ui_keys,key,Key_Fast,Key_Fast,Fast,快,draft,
ui__bed01c75852b,ui_keys,key,Key_FindGame,Key_FindGame,Find Game,查找对局,draft,
ui__9ec2929db7d2,ui_keys,key,Key_FindGameListEmpty,Key_FindGameListEmpty,There are no available Games at this time.<br>Use the Create Game Menu to create a new game.,目前没有可加入的对局。<br>请使用“创建对局”菜单开一局新游戏。,draft,
ui__cce4b0af12f7,ui_keys,key,Key_FindGameSearching,Key_FindGameSearching,Searching for Games . . .,正在搜索对局 . . .,draft,
ui__4f21f2f47d37,ui_keys,key,Key_Finish,Key_Finish,Finish,完成,draft,
ui__a7b032f23396,ui_keys,key,Key_Forfeit,Key_Forfeit,Forfeit,认输,draft,
ui__22c30eba8311,ui_keys,key,Key_ForfeitPrompt,Key_ForfeitPrompt,Are you sure you want to forfeit this game?,确定要放弃这局游戏吗？,draft,
ui__f872601a3805,ui_keys,key,Key_ForfeitedOpponents,Key_ForfeitedOpponents,All opponents have forfeited. You win!,所有对手均已认输。你赢了！,draft,
ui__e9d0cbc698f6,ui_keys,key,Key_Forfeits,Key_Forfeits,Forfeits,认输次数,draft,
ui__f3700ff51ca7,ui_keys,key,Key_Forget,Key_Forget,Forgot Login?,忘记登录信息？,draft,
ui__2dae3e1278a3,ui_keys,key,Key_Fri,Key_Fri,Fri,五,draft,
ui__15ecfb2472b3,ui_keys,key,Key_Friday,Key_Friday,Friday,星期五,draft,
ui__46ebe4bbc1a2,ui_keys,key,Key_FriendAddSuccess,Key_FriendAddSuccess,"Successfully added ""{0}"" as a friend.",已成功添加好友“{0}”。,draft,
ui__d420e37b7cf6,ui_keys,key,Key_FriendAdding,Key_FriendAdding,"Adding ""{0}"" as a friend.",正在将“{0}”加为好友。,draft,
ui__5928639a8726,ui_keys,key,Key_FriendAlready,Key_FriendAlready,{0} is already your friend.,{0} 已经是你的好友。,draft,
ui__ff77d242e582,ui_keys,key,Key_FriendNotFound,Key_FriendNotFound,"User ""{0}"" not found.",未找到用户“{0}”。,draft,
ui__027af37828de,ui_keys,key,Key_FriendRemoving,Key_FriendRemoving,"Removing ""{0}"" as a friend.",正在移除好友“{0}”。,draft,
ui__454c8d292837,ui_keys,key,Key_FriendRequest,Key_FriendRequest,Friend Request,好友请求,draft,
ui__4fbe02ef8a26,ui_keys,key,Key_FriendRmvSuccess,Key_FriendRmvSuccess,Successfully removed friend.,已移除好友。,draft,
ui__87f63dd3a624,ui_keys,key,Key_Friends,Key_Friends,Friends,好友,draft,
ui__dd051c4fb15d,ui_keys,key,Key_FriendsList,Key_FriendsList,Friends List,好友列表,draft,
ui__17254161cf9d,ui_keys,key,Key_Fullscreen,Key_Fullscreen,Fullscreen,全屏,draft,
ui__86b33a69e9cb,ui_keys,key,Key_GameChat,Key_GameChat,Game Chat,对局聊天,draft,
ui__1c5e7759dff9,ui_keys,key,Key_GameCompleted,Key_GameCompleted,Game Completed,对局结束,draft,
ui__95251287563c,ui_keys,key,Key_GameListEmpty,Key_GameListEmpty,You have no active Games at this time.,你目前没有进行中的对局。,draft,
ui__93ddff164370,ui_keys,key,Key_GameLog,Key_GameLog,Game Log,对局记录,draft,
ui__1317f3f7764b,ui_keys,key,Key_GamePaused,Key_GamePaused,Game Paused,游戏已暂停,draft,
ui__f1744caab204,ui_keys,key,Key_GameStats,Key_GameStats,Game Stats,对局统计,draft,
ui__10d6f9549f3b,ui_keys,key,Key_GameTimer,Key_GameTimer,Game Timer,对局计时,draft,
ui__d95eb0094ca9,ui_keys,key,Key_GameType,Key_GameType,Game Type,对局类型,draft,
ui__ffac3f5d36e1,ui_keys,key,Key_Game_List,Key_Game_List,Game List,对局列表,draft,
ui__55bb14ca0d37,ui_keys,key,Key_Game_Speed,Key_Game_Speed,Game Speed,游戏速度,draft,
ui__bb94b4d591b8,ui_keys,key,Key_HelpEnabled,Key_HelpEnabled,Help Enabled,启用帮助,draft,
ui__d9b28c4f3829,ui_keys,key,Key_Hint_Buy,Key_Hint_Buy,Buy,获取,draft,
ui__8235f078f59b,ui_keys,key,Key_Hint_Copy,Key_Hint_Copy,Copy,复制,draft,
ui__ed5100a00929,ui_keys,key,Key_Hint_Defend,Key_Hint_Defend,Defend,防御,draft,
ui__ba50a3026cd4,ui_keys,key,Key_Hint_Delete,Key_Hint_Delete,Delete,删除,draft,
ui__b192b75540fd,ui_keys,key,Key_Hint_Discard,Key_Hint_Discard,Discard,弃牌,draft,
ui__ed09bcda21d3,ui_keys,key,Key_Hint_Give,Key_Hint_Give,Give,交给,draft,
ui__aa2e99309450,ui_keys,key,Key_Hint_Play,Key_Hint_Play,Play,打出,draft,
ui__4ef54c3f053e,ui_keys,key,Key_Hint_Reveal,Key_Hint_Reveal,Reveal,展示,draft,
ui__674f4c94e115,ui_keys,key,Key_Hint_Select,Key_Hint_Select,Target,选择,draft,
ui__464c62bf15f7,ui_keys,key,Key_Hint_Target,Key_Hint_Target,Target,目标,draft,
ui__3ee1831577f7,ui_keys,key,Key_Hint_Use,Key_Hint_Use,Use,使用,draft,
ui__58fb9bce8d31,ui_keys,key,Key_Hour,Key_Hour,Hour,小时,draft,
ui__5b18955681c1,ui_keys,key,Key_Hours,Key_Hours,Hours,小时,draft,
ui__83f8ce941598,ui_keys,key,Key_Human,Key_Human,Human,人类,draft,
ui__82ac05212adf,ui_keys,key,Key_InApp,Key_InApp,In-App Store,商店,draft,
ui__234d1928a311,ui_keys,key,Key_In_Progress,Key_In_Progress,In Progress,进行中,draft,
ui__79a3946913d0,ui_keys,key,Key_InvalidCharacters,Key_InvalidCharacters,Name contains invalid characters,名称包含无效字符,draft,
ui__823209f0ba0b,ui_keys,key,Key_InvalidEmail,Key_InvalidEmail,Invalid Email,邮箱无效,draft,
ui__7d8cbb0c5899,ui_keys,key,Key_InvalidPassword,Key_InvalidPassword,Invalid Password,密码无效,draft,
ui__78e691919bba,ui_keys,key,Key_InvalidUsername,Key_InvalidUsername,Username already in use.,用户名已被使用。,draft,
ui__c9c476e68011,ui_keys,key,Key_Invite,Key_Invite,Invite,邀请,draft,
ui__6d3fae3c6c94,ui_keys,key,Key_InviteFriend,Key_InviteFriend,Invite Friend,邀请好友,draft,
ui__79e27f9ceb19,ui_keys,key,Key_Invited,Key_Invited,Invited,已邀请,draft,
ui__c4eda01e9af7,ui_keys,key,Key_Join,Key_Join,Join,加入,draft,
ui__62ce5460fa5d,ui_keys,key,Key_JoinFailConnect,Key_JoinFailConnect,Unable to join.<br>Lost connection to server.,无法加入。<br>与服务器的连接已断开。,draft,
ui__039870d7a702,ui_keys,key,Key_JoinFailFull,Key_JoinFailFull,Unable to join.<br>Game is full.,无法加入。<br>对局已满。,draft,
ui__c1c04685664d,ui_keys,key,Key_JoinFailNotExist,Key_JoinFailNotExist,Unable to join.<br>Game no longer exists.,无法加入。<br>对局已不存在。,draft,
ui__b3a686a6b8a2,ui_keys,key,Key_JoinFailUnknown,Key_JoinFailUnknown,Unable to join.<br>Unknown error.,无法加入。<br>未知错误。,draft,
ui__0c49686677ae,ui_keys,key,Key_JoinGame,Key_JoinGame,Join Game,加入对局,draft,
ui__523cdbc63290,ui_keys,key,Key_JoinSuccess,Key_JoinSuccess,Successfully Joined Game!,已成功加入对局！,draft,
ui__df6df37828e5,ui_keys,key,Key_Joining,Key_Joining,Joining Game . . .,正在加入对局 . . .,draft,
ui__169c13cbf295,ui_keys,key,Key_KeyBindings,Key_KeyBindings,Key Bindings,按键绑定,draft,
ui__da7714a4cca8,ui_keys,key,Key_Languages,Key_Languages,Languages,语言,draft,
ui__a80e779b7464,ui_keys,key,Key_Loading,Key_Loading,Loading... %d%%,加载中... %d%%,draft,
ui__e84e45b22ef7,ui_keys,key,Key_LoadingCards,Key_LoadingCards,Loading Cards,正在加载卡牌,draft,
ui__1e9a31b3de19,ui_keys,key,Key_LoadingGame,Key_LoadingGame,Loading,加载中,draft,
ui__c687241295cd,ui_keys,key,Key_Locked,Key_Locked,Locked,已锁定,draft,
ui__45ff7c572863,ui_keys,key,Key_LogOut,Key_LogOut,Log Out,退出登录,draft,
ui__922315c2978f,ui_keys,key,Key_Login,Key_Login,Login,登录,draft,
ui__830dd55a6ab6,ui_keys,key,Key_LoginFailed,Key_LoginFailed,Login failed,登录失败,draft,
ui__e0d5bda6d085,ui_keys,key,Key_LossesVS,Key_LossesVS,Losses Versus,对战负场,draft,
ui__3b5b6d085955,ui_keys,key,Key_MainMenu,Key_MainMenu,Main Menu,主菜单,draft,
ui__c1707b3e7146,ui_keys,key,Key_Medium,Key_Medium,Medium,中,draft,
ui__5b89f294d686,ui_keys,key,Key_Menu,Key_Menu,Menu,菜单,draft,
ui__4b50918930b8,ui_keys,key,Key_Minute,Key_Minute,Minute,分钟,draft,
ui__f10508719333,ui_keys,key,Key_Minutes,Key_Minutes,Minutes,分钟,draft,
ui__3405b4f8c7c4,ui_keys,key,Key_Mon,Key_Mon,Mon,一,draft,
ui__a59e2bcbddac,ui_keys,key,Key_Monday,Key_Monday,Monday,星期一,draft,
ui__501ea05c460b,ui_keys,key,Key_Moregames,Key_Moregames,More Games,更多游戏,draft,
ui__24e8e4ade0af,ui_keys,key,Key_Music_Volume,Key_Music_Volume,Music Volume,音乐音量,draft,
ui__c1a5d4278826,ui_keys,key,Key_MustAcceptTerms,Key_MustAcceptTerms,You must accept the Terms of Use Agreement before creating an account,创建账号前必须同意使用条款,draft,
ui__4c2e6678eb1b,ui_keys,key,Key_NameEntry,Key_NameEntry,Enter Name for Player,请输入玩家名称,draft,
ui__7d24141fb1a6,ui_keys,key,Key_NetworkUpdate,Key_NetworkUpdate,An update is available.<br>Please download the latest<br>version to play online.,有可用更新。<br>请下载最新版本后再进行在线游戏。,draft,
ui__dbbb91c275f9,ui_keys,key,Key_Newsletter,Key_Newsletter,Playdek Newsletter,Playdek 通讯,draft,
ui__d923452a7ac7,ui_keys,key,Key_NoCardSelected,Key_NoCardSelected,No Card Selected,未选择卡牌,draft,
ui__1bc158448a4c,ui_keys,key,Key_NoCommit,Key_NoCommit,Not a valid target,不是有效目标,draft,
ui__992a77deff4c,ui_keys,key,Key_NoPlayerData,Key_NoPlayerData,No Player Data,无玩家数据,draft,
ui__f3c65e7ad278,ui_keys,key,Key_None,Key_None,None,无,draft,
ui__45ccde540715,ui_keys,key,Key_NoticeExpiredTimer,Key_NoticeExpiredTimer,Your timer has expired!<br>You have forfeited this game.,计时已耗尽！<br>你已输掉这局游戏。,draft,
ui__bfad9073d03e,ui_keys,key,Key_NoticeOpponentsForfeit,Key_NoticeOpponentsForfeit,All opponents have forfeited.  You win!,所有对手均已认输。你赢了！,draft,
ui__a68edebad336,ui_keys,key,Key_Notifications,Key_Notifications,Notifications,通知,draft,
ui__b3b994ce6bbb,ui_keys,key,Key_OK,Key_OK,OK,确定,draft,
ui__c20d6b9cdf85,ui_keys,key,Key_Offline,Key_Offline,Offline,离线,draft,
ui__1a56a77a78ed,ui_keys,key,Key_OfflineCreateGame,Key_OfflineCreateGame,Offline Create Game,离线创建对局,draft,
ui__c5196c978cf0,ui_keys,key,Key_OfflineLobby,Key_OfflineLobby,Offline Lobby,离线大厅,draft,
ui__612efbbd01af,ui_keys,key,Key_Offline_Game_List,Key_Offline_Game_List,Offline Game List,离线对局列表,draft,
ui__7ee71ac636d2,ui_keys,key,Key_Offline_Record,Key_Offline_Record,Offline Record,离线战绩,draft,
ui__551e0d110aba,ui_keys,key,Key_OnTheWeb,Key_OnTheWeb,On the Web,访问网站,draft,
ui__b72984054e22,ui_keys,key,Key_Online,Key_Online,Online,在线,draft,
ui__0f09a477763c,ui_keys,key,Key_OnlineChat,Key_OnlineChat,Lobby Chat,大厅聊天,draft,
ui__fac0dc11cb27,ui_keys,key,Key_OnlineCreateGame,Key_OnlineCreateGame,Online Create Game,在线创建对局,draft,
ui__24f072a2dd2b,ui_keys,key,Key_OnlineFailGameCenter,Key_OnlineFailGameCenter,You must be logged<br>in to Game Center<br>to play online,必须登录<br>Game Center<br>才能进行在线游戏,draft,
ui__6168aef5cc2c,ui_keys,key,Key_OnlineLobby,Key_OnlineLobby,Online Lobby,在线大厅,draft,
ui__18c54f3f100e,ui_keys,key,Key_OnlineLogin,Key_OnlineLogin,Online Login,在线登录,draft,
ui__0a002caa0266,ui_keys,key,Key_Online_Game_List,Key_Online_Game_List,Online Game List,在线对局列表,draft,
ui__adb5b40c280f,ui_keys,key,Key_Online_Record,Key_Online_Record,Online Record,在线战绩,draft,
ui__30aaa2b1fdfb,ui_keys,key,Key_OpponentStats,Key_OpponentStats,Opponent Stats,对手统计,draft,
ui__6e990a52df3f,ui_keys,key,Key_Option_MayEndTurn,Key_Option_MayEndTurn,You May End Your Turn,你可以结束回合,draft,
ui__f4dd65900ff7,ui_keys,key,Key_Option_MustEndTurn,Key_Option_MustEndTurn,You Must End Your Turn,你必须结束回合,draft,
ui__9906e8d44031,ui_keys,key,Key_Options,Key_Options,Options,选项,draft,
ui__dfeee8323367,ui_keys,key,Key_Password,Key_Password,Password,密码,draft,
ui__133f4459cf70,ui_keys,key,Key_PasswordMismatch,Key_PasswordMismatch,Passwords do not match,两次输入的密码不一致,draft,
ui__2cb7d06465b9,ui_keys,key,Key_PasswordNoMatch,Key_PasswordNoMatch,The Password and Confirmation fields do not match,密码与确认密码不一致,draft,
ui__044418334998,ui_keys,key,Key_PasswordNotVerified,Key_PasswordNotVerified,Check your password again,请再次确认密码,draft,
ui__61fd33bd62a7,ui_keys,key,Key_PasswordRequired,Key_PasswordRequired,You must provide a password,必须设置密码,draft,
ui__e795704c92ad,ui_keys,key,Key_Pause,Key_Pause,Pause,暂停,draft,
ui__4c3b4c0f1ef9,ui_keys,key,Key_Play,Key_Play,Play,开始,draft,
ui__8b73c3b3e458,ui_keys,key,Key_PlayOffline,Key_PlayOffline,Play Offline,离线游戏,draft,
ui__7822ca70324d,ui_keys,key,Key_PlayOnline,Key_PlayOnline,Play Online,在线游戏,draft,
ui__1b5734058ea7,ui_keys,key,Key_Player1,Key_Player1,Player 1,玩家 1,draft,
ui__d7e219dff3be,ui_keys,key,Key_Player2,Key_Player2,Player 2,玩家 2,draft,
ui__4298c090537f,ui_keys,key,Key_Player3,Key_Player3,Player 3,玩家 3,draft,
ui__7f6158aec922,ui_keys,key,Key_Player4,Key_Player4,Player 4,玩家 4,draft,
ui__52eb0aed86f5,ui_keys,key,Key_Player5,Key_Player5,Player 5,玩家 5,draft,
ui__0f6042d8c5da,ui_keys,key,Key_Playername,Key_Playername,Player Name,玩家名称,draft,
ui__336d9e2d2adb,ui_keys,key,Key_PleaseWait,Key_PleaseWait,Please wait...,请稍候...,draft,
ui__8c9af6b51934,ui_keys,key,Key_Pop_Ups,Key_Pop_Ups,Confirmation Pop-ups,确认弹窗,draft,
ui__261ae92e3d75,ui_keys,key,Key_PressNewKey,Key_PressNewKey,Press the new key for,请按下新的按键：,draft,
ui__a5cd303b5285,ui_keys,key,Key_PrivacyPolicy,Key_PrivacyPolicy,Privacy Policy,隐私政策,draft,
ui__107babeabe43,ui_keys,key,Key_Profile,Key_Profile,Profile,个人资料,draft,pass14
ui__11cdb44ae528,ui_keys,key,Key_ProfileLoading,Key_ProfileLoading,Retrieving Profile . . .,正在读取个人资料…,draft,pass14
ui__d5662e9df750,ui_keys,key,Key_Profiles,Key_Profiles,Profiles,个人资料,draft,pass14
